FOLIO,UNIDAD,TRIM,REG_MUE,SEXO,EDAD,LOCALI,MUN_NAC,PAI_NAC,VIE_UD,VIVE,RAZON,TRABAJA,NUM_PER,P1,P1_1,P1_2,P1_3,P2_GRA,P2_NIV,P3,P4,P4_1,P5,P5_1,P5_1_1,P6_PAI,P6_EST,P6_MUN,P6_LOC,P7C,P7T,P8,P8_1,P8_2,P8_3,P8_4C,P8_4D,P8_4U,P8_4T,P8_5,P8_6,P8_7,P8_8,P8_8_1,P8_9,P8_9_1,P8_10,P8_11,P8_11_1C,P8_11_1T,P8_12M,P8_12A,P8_13C,P8_13D,P8_13U,P8_13T,P8_14,P8_15,P8_16,P8_17,P9,P9_1,P9_1_1C,P9_1_1T,P9_1_2E,P9_1_2M,P9_1_2L,P10,P10_1,P10_2C,P10_2T,P10_2_1,P10_211C,P10_211U,P10_211T,P10_212,P10_213,P10_214,P10_215,P10_216C,P10_216U,P102161C,P102161U,P1021611,P10_217,P10_218,P11C,P11T,P11_1,P11_2,P11_2_1,P12C,P12U,P12_1,P13,P13_1,P13_2,P13_2_1,P13_3,P13_3_1C,P13_3_1E,P13_4C,P13_4T,P13_5,P13_6,P14,P14_1,P14_2,P15,P16,P16_1C,P16_1T,P17,P17_1C,P17_1U,P18,P19,P20C,P20T,P20_1C,P20_1E,P20_2,P20_2_1,P20_2_2,P20_3,P20_3_1,P20_3_2C,P20_3_2T,P20_3_3C,P20_3_3T,P20_3_4,P20_3_5,P20_3_6C,P20_3_6D,P20_3_6T,P20_3_7,P20_3_8,P20_3_9,P20_3_10,P20_3101,P20_3_11,P20_311A,P20_311B,P20_311C,P20_311D,P20_311E,P20_311F,P20_311G,P20_311H,P20_311I,P20_311J,P20_311K,P20_311L,P20_3_12,P20_3_13,P20_3131,P2031311,P20_3_14,P20_3_15,P20_3_16,P21,N8_5,N8_6,N8_14,N8_15,N10_212,N10_213,N20_3_7,N20_3_8,X8_5,X8_14,X10_212,X20_3_7,PONDERAD
7582,49301,1,7,1,22,1,98,20,9,2,7,2,136,2,1,0,0,6,2,1,2,2,8,2,2,1,20,98,1,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,1,10,93,150,0,2,3,7,6,1,1,1,0,0,0,0,0,0,2,92,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,650,2,1,1,1,2,3,1,8,5,0,5,1,1,5,88,2,93,1,9,4,2,0,0,1,1,9,4,8,5,2,0,0,1,3,8,3,3,3,8,6,180,0,3,7,6,1,1,2,1,1,2,2,2,2,1,2,2,2,2,2,1,4,400,300,1,3,4,6,1,0,0,7,4,0,0,7,4,0,5,0,5,372.34
7855,49401,4,7,1,15,1,3,3,3,2,2,2,10,1,0,0,0,6,2,1,2,2,4,2,2,1,2,2,2,4,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,600,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.38
7517,59401,4,7,1,19,1,89,16,14,2,3,2,92,1,0,0,0,5,2,2,1,0,12,10,10,1,16,89,1,0,4,1,0,6,5,50,0,2,2,16,6,7,4,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,93,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,2,0,400,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,4,0,0,0,0,0,0,3,0,0,0,351.94
7518,59401,4,7,1,21,2,28,24,24,2,5,0,23,1,0,0,0,3,3,1,2,2,6,2,2,1,24,28,2,0,4,1,0,8,5,350,0,2,3,12,5,15,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,93,10,3,1,2400,2,4,12,5,8,1,2400,2,0,0,0,0,0,98,8,0,0,0,9999998,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,0,0,12,4,0,0,6,0,6,0,198.7
7519,59401,4,7,1,26,1,295,20,20,2,2,2,120,2,1,0,1,2,2,2,1,0,7,1,1,1,20,295,1,0,4,1,0,12,6,25,0,2,2,7,5,1,1,2,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,3,1,5,970,2,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,84,1,8,2,1,150,3,2,2,2,4,10,5,2,0,0,0,1,2,2,2,2,8,5,100,0,3,7,5,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4,200,0,0,0,0,0,6,7,4,0,0,0,0,7,4,5,0,0,5,808.28
7540,59401,4,7,1,32,1,565,20,20,2,7,2,254,1,0,0,0,1,4,2,1,0,4,1,1,1,20,565,1,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,98,98,9999998,98,8,8,15,6,9,1,1,0,0,0,0,0,0,2,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,190,3,1,1,1,1,4,1,10,5,0,5,1,1,11,87,2,92,98,1,1,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,15,4,0,0,0,0,0,1,0,0,1710.87
7856,59401,4,7,1,28,1,102,14,14,2,3,2,192,1,0,0,0,6,2,1,2,2,3,3,3,1,14,102,1,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,12,93,40,0,3,2,12,6,5,2,1,0,0,0,0,0,0,2,93,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,200,3,2,1,1,1,4,1,10,5,7,3,1,1,10,85,1,93,1,3,1,2,0,0,1,1,7,4,10,5,1,1,1,1,4,5,3,2,3,8,5,50,0,2,12,6,5,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,9,200,0,0,0,0,0,1,0,0,12,4,0,0,12,4,0,6,0,6,1293.25
7859,59401,4,7,1,18,1,39,14,14,2,2,2,41,1,0,0,0,2,3,1,2,2,12,4,4,1,14,39,1,8,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,8,93,160,0,2,3,12,4,3,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,2,0,529,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,0,0,0,0,6,0,0,106.09
7858,59401,4,7,1,28,1,89,7,7,2,5,0,102,1,0,0,0,3,3,1,1,0,6,2,2,1,7,89,1,20,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,12,93,1000,0,2,4,18,5,15,2,1,0,0,0,0,0,0,2,93,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,1050,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,4,0,0,0,0,0,4,0,0,353.62
7860,59401,4,7,1,29,1,28,24,9,2,5,0,126,1,0,0,0,4,4,2,1,0,4,1,1,1,24,28,1,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,12,93,800,0,2,3,14,1,15,1,1,0,0,0,0,0,0,2,93,8,3,1,800,2,3,14,1,15,1,3200,2,3500,2,1,2,32,98,8,0,0,0,800,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,14,1,0,0,0,1,1,0,294.87
7584,79401,4,7,1,20,1,55,12,9,2,3,2,123,1,0,0,0,3,3,1,2,2,7,4,4,1,12,55,1,0,4,1,0,12,6,250,0,2,3,11,5,3,2,2,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,2,1,99,500,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,0,0,0,0,0,0,6,0,0,0,138.72
7585,79401,4,7,1,18,2,39,14,14,2,5,0,136,1,0,0,0,0,1,1,2,2,3,3,2,1,14,39,2,3,3,1,0,6,6,200,0,2,3,18,5,11,1,2,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,9,2,0,404,2,2,1,1,2,3,2,0,0,1,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,4,0,0,0,0,0,0,4,0,0,0,156.97
7586,79401,4,7,1,30,1,537,20,20,2,5,0,198,1,0,0,0,2,2,2,1,0,6,1,1,1,20,537,1,0,4,1,0,8,5,9999998,98,8,8,7,6,1,5,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,93,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,700,2,2,1,1,1,4,1,10,5,7,3,1,1,5,88,2,93,1,1,2,2,0,0,1,1,1,5,10,5,1,1,1,1,1,1,4,1,4,8,6,5,25,1,11,5,15,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4,9998,0,0,0,0,0,5,7,4,0,0,0,0,11,4,5,0,0,6,335.38
7587,79401,4,7,1,22,2,53,16,16,2,7,2,175,1,0,0,0,3,3,1,2,2,9,4,4,1,16,53,2,0,4,1,0,8,6,200,0,2,3,11,5,15,2,1,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,700,2,1,1,1,2,0,1,1,5,2,4,2,2,1,0,0,90,1,8,2,1,300,3,2,2,3,5,1,5,1,1,1,1,1,2,4,2,4,8,4,200,0,3,11,6,15,2,1,1,1,1,1,2,2,2,2,2,1,1,1,1,4,200,0,0,0,0,0,2,11,4,0,0,0,0,11,4,6,0,0,6,126.85
7588,79401,4,7,2,24,2,39,14,8,2,3,2,6,2,2,1,2,5,8,2,2,1,3,1,1,1,14,39,2,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,91,0,0,0,0,1,6,14,6,1,0,0,0,0,0,0,2,92,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,2000,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,1,0,0,50.92
7589,79401,4,7,1,21,2,48,13,9,2,6,0,106,2,5,2,5,6,2,2,1,0,9,2,2,1,13,48,2,0,4,1,0,8,6,180,0,2,3,12,5,5,1,2,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,1,99,2500,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,0,0,0,0,0,0,6,0,0,0,116.2
7842,79401,4,7,1,24,2,39,14,32,2,3,2,239,2,1,0,1,6,2,2,1,0,4,1,1,1,32,44,1,0,4,1,0,8,6,9999998,98,8,8,7,6,1,5,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,91,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,8,0,0,0,1000,2,2,2,0,0,0,0,0,0,0,0,0,0,4,82,2,89,1,1,2,1,300,3,2,2,9,4,1,5,1,1,1,1,3,9,3,5,3,8,5,5,0,1,12,6,5,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4,600,0,0,0,0,0,2,7,4,0,0,0,0,12,4,5,0,0,6,168.18
8289,269401,4,7,1,24,1,50,31,31,2,3,2,129,1,0,0,0,3,3,1,1,0,5,2,2,1,31,50,2,0,4,1,0,8,6,25000,0,2,2,7,5,1,1,2,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,93,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,2,0,800000,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,5,0,0,0,465.33
8245,259401,4,7,1,30,1,49,14,14,2,3,2,224,2,2,0,0,0,1,9,2,2,3,2,2,1,14,49,1,0,4,1,0,7,5,0,0,0,0,7,6,1,3,2,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,93,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,1,99,350,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,5,0,0,0,295.68
8246,259401,4,7,1,20,1,48,32,32,2,5,0,226,1,0,0,0,1,4,1,2,2,4,2,2,1,32,48,1,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,98,98,15,0,1,3,7,6,1,1,1,0,0,0,0,0,0,2,93,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,320,2,2,1,1,1,3,1,10,5,9,3,2,2,5,89,2,93,1,2,2,1,250,3,2,2,10,4,10,5,1,2,1,1,1,10,3,10,3,10,6,300,0,3,7,6,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,4,600,0,0,0,0,0,5,0,0,7,4,0,0,7,4,0,5,0,5,214.64
8247,259401,4,7,1,69,1,39,20,20,2,5,0,62,2,1,0,0,3,2,2,1,0,2,1,0,1,20,39,1,0,4,1,0,8,6,9999998,98,8,8,7,6,1,5,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,1,4,300,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,5,0,0,0,109.51
8248,259401,4,7,1,19,2,17,18,18,2,3,2,162,1,0,0,0,1,4,1,2,2,6,2,2,1,18,17,2,0,4,1,0,6,5,150,0,2,3,15,6,8,1,2,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,93,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,2,0,500,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,4,0,0,0,0,0,0,1,0,0,0,164.72
8249,259401,4,7,1,20,1,467,20,20,2,5,0,83,1,0,0,0,6,2,1,2,2,6,4,4,1,20,467,1,0,4,1,0,8,6,20,0,2,2,7,6,1,1,2,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,3,1,99,430,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,5,0,0,0,152.32
8250,259401,4,7,1,23,2,16,22,9,2,5,0,53,1,0,0,0,2,2,2,1,0,3,1,1,1,22,16,2,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,93,100,0,2,3,11,5,5,1,1,0,0,0,0,0,0,2,93,6,3,1,300,2,3,11,5,5,1,1200,2,9999998,8,98,3,98,98,8,0,0,0,400,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,11,4,0,0,0,6,6,0,145.1
8251,259401,4,7,1,26,1,230,20,20,2,5,0,110,2,1,0,1,3,3,2,1,0,2,2,2,1,20,320,1,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,98,98,5,0,1,3,12,5,3,2,1,0,0,0,0,0,0,2,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,2,0,330,2,2,1,1,1,2,1,54,38,6,3,1,1,1,0,0,84,1,3,3,1,250,2,2,2,9,5,54,38,1,1,2,1,3,9,4,5,4,12,7,8,25,1,15,6,3,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,3,425,200,1,2,99,6,10,0,0,12,4,0,0,15,4,0,6,0,1,301.16
8252,259401,4,7,1,57,1,88,16,16,2,5,0,124,1,0,0,0,1,2,2,1,0,2,1,1,1,16,88,1,0,4,1,0,3,6,9999998,98,8,8,7,6,1,2,2,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,93,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,362,2,2,1,1,2,3,1,10,5,10,3,1,1,11,56,2,93,1,2,2,2,0,0,1,1,3,4,10,5,1,2,1,1,1,2,3,2,3,5,3,4,25,1,7,6,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4,9998,0,0,0,0,0,2,7,4,0,0,0,0,7,4,5,0,0,5,339.49
8259,259401,4,7,1,56,2,76,16,14,2,7,2,34,1,0,0,0,4,1,2,1,0,4,4,4,1,14,39,2,20,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,91,9999998,98,8,8,11,5,3,5,1,0,0,0,0,0,0,2,93,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,285,2,2,1,1,1,1,1,10,5,9,3,1,2,8,85,1,93,1,1,2,2,0,0,1,2,1,5,10,5,1,1,1,1,2,1,4,9,3,8,7,60,0,2,20,6,7,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,1500,0,0,0,0,0,1,0,0,11,4,0,0,20,4,0,6,0,3,72.55
8260,259401,4,7,1,17,1,1,15,15,2,5,0,74,2,2,0,0,3,3,1,2,2,3,3,3,1,15,1,1,0,4,1,0,8,5,0,0,0,0,7,5,1,3,2,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,1,99,340,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,5,0,0,0,141
8290,269401,4,7,1,25,1,68,12,12,2,3,2,128,2,3,1,3,1,2,2,1,0,2,1,1,1,12,68,1,0,4,1,0,8,7,30,0,2,2,7,5,1,1,2,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,3,2,0,2100000,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,5,0,0,0,310.44
8291,269401,4,7,1,20,1,82,15,15,2,5,0,75,1,0,0,0,3,3,1,2,2,4,1,1,1,15,106,2,0,4,1,0,7,5,0,0,0,0,7,5,1,3,1,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,93,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,8,0,0,0,480000,1,2,9,0,0,0,0,0,0,0,0,0,0,2,88,2,93,1,1,3,2,0,0,2,2,4,4,50,9,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,4,0,0,0,0,0,0,5,0,0,0,575.9
8295,269401,4,7,1,27,1,87,14,14,2,3,2,234,1,0,0,0,6,2,1,1,0,9,7,7,1,14,87,1,0,4,1,0,8,6,9999998,98,8,8,10,3,3,1,2,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,8,0,0,0,350000,1,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0,0,0,0,0,0,6,0,0,0,1796.82
8296,269401,4,7,1,23,1,42,20,20,2,5,0,41,2,3,1,3,3,3,2,1,0,8,2,0,1,20,42,1,0,4,1,0,12,5,0,0,0,0,7,5,1,3,0,9,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,92,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1000000,1,2,1,1,2,2,1,10,5,0,5,2,2,1,0,0,92,1,1,2,2,0,0,2,2,1,5,10,5,1,1,1,1,1,1,4,1,4,8,5,5,0,1,19,5,13,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,7,4,0,0,0,0,19,4,5,0,0,4,314.83
8297,269401,4,7,1,32,1,16,9,9,2,5,0,87,1,0,0,0,2,4,2,1,0,3,1,1,1,15,106,2,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,7,93,50,0,2,2,13,3,8,1,1,0,0,0,0,0,0,2,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,8,0,0,0,272000,1,2,1,1,1,2,1,10,5,1,4,1,1,6,89,2,93,1,1,1,2,0,0,1,1,9,4,10,5,1,1,1,1,2,9,3,6,3,8,5,230,0,3,18,3,15,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,9,9998,0,0,0,0,0,5,0,0,13,2,0,0,18,2,0,4,0,4,430.01
8298,269401,4,7,1,20,2,20,11,11,2,3,2,150,1,0,0,0,3,3,2,1,0,3,2,0,1,11,20,2,0,4,1,0,9,6,400000,0,1,3,11,3,3,1,2,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,2,0,370000,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,0,0,0,0,0,0,6,0,0,0,426.17
8213,289401,4,7,1,19,2,66,16,16,2,5,0,32,1,0,0,0,2,3,1,1,0,6,2,2,1,16,66,2,0,4,1,0,99,6,150000,0,1,3,13,3,15,1,1,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,8,0,0,0,200000,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2,0,0,0,0,0,0,4,0,0,0,432.86
8241,289401,4,7,1,24,2,2,2,2,2,5,0,26,1,0,0,0,6,2,1,2,2,7,7,7,1,2,2,2,0,4,1,0,8,6,150,0,2,3,11,5,5,1,2,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,3,1,99,300,2,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,0,0,0,0,0,0,6,0,0,0,330.06
